Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
49560227;Lochsäge Bi-Metall 111 mm Hole Dozer Milwaukee;5,8;15,3;17,8;0,5;4859FF
49560233;Lochsäge Bi-Metall 114 mm Hole Dozer Milwaukee;17,8;5,7;15,3;0,52;4860FF
49560239;Lochsäge Bi-Metall 117 mm Hole Dozer Milwaukee;17,8;15,2;6;0,56;4861FF
49560237;Lochsäge Bi-Metall 121 mm Hole Dozer Milwaukee;18;15,4;6;0,58;4862FF
49560243;Lochsäge Bi-Metall 127 mm Hole Dozer Milwaukee;20,2;17,7;5,3;0,63;4863FF
49560244;Lochsäge Bi-Metall 133 mm Hole Dozer Milwaukee;20,3;5,7;17,8;0,71;4864FF
49560247;Lochsäge Bi-Metall 140 mm Hole Dozer Milwaukee;20,4;17,7;6;0,78;4865FF
49560253;Lochsäge Bi-Metall 152 mm Hole Dozer Milwaukee;5,5;20;18;0,9;4866FF
4932399885;Lochsäge Bi-Metall 160 mm STANDARD Milwaukee;24;21,4;5,2;1,06;4867FF
4932399886;Lochsäge Bi-Metall 168 mm STANDARD Milwaukee;21,5;5;24;1,15;4868FF
4932399887;Lochsäge Bi-Metall 177 mm STANDARD Milwaukee;24;21,4;5,4;1,28;4869FF
4932399888;Lochsäge Bi-Metall 200 mm STANDARD Milwaukee;24;21,4;5;1,58;4870FF
4932399889;Lochsäge Bi-Metall 210 mm STANDARD Milwaukee;23,8;21,6;5;1,58;4871FF
49565090;Lochsäge Bi-Metall 19 mm Hole Dozer Großpack Milwaukee;23,7;21,7;6,7;0,03;4872FF
49565091;Lochsäge Bi-Metall 20 mm Hole Dozer Großpack Milwaukee;23,7;22,4;6,8;0,05;4873FF
49565100;Lochsäge Bi-Metall 22 mm Hole Dozer Großpack Milwaukee;2;2;5,7;0,04;4874FF
49565110;Lochsäge Bi-Metall 25 mm Hole Dozer Großpack Milwaukee;23,6;21,8;6,6;0,06;4875FF
49565120;Lochsäge Bi-Metall 29 mm Hole Dozer Großpack Milwaukee;23,5;21,6;6,5;0,12;4876FF
49565125;Lochsäge Bi-Metall 30 mm Hole Dozer Großpack Milwaukee;23,7;21,7;6,6;0,1;4877FF
49565130;Lochsäge Bi-Metall 32 mm Hole Dozer Großpack Milwaukee;3,2;3,2;5,6;0,08;4878FF
49565140;Lochsäge Bi-Metall 35 mm Hole Dozer Großpack Milwaukee;22;24,2;7,3;0,14;4879FF
49565150;Lochsäge Bi-Metall 38 mm Hole Dozer Großpack Milwaukee;21,9;23,9;6,3;0,06;4880FF
49565152;Lochsäge Bi-Metall 41 mm Hole Dozer Großpack Milwaukee;4,1;4,1;4,8;0,12;4881FF
49565155;Lochsäge Bi-Metall 44 mm Hole Dozer Großpack Milwaukee;4,2;4,3;5;0,08;4882FF
49565160;Lochsäge Bi-Metall 51 mm Hole Dozer Großpack Milwaukee;4,9;4,8;4,9;0,1;4883FF
49565165;Lochsäge Bi-Metall 54 mm Hole Dozer Großpack Milwaukee;36,9;34,4;7,1;0,12;4884FF
49565167;Lochsäge Bi-Metall 57 mm Hole Dozer Großpack Milwaukee;48;54;55;0,13;4885FF
49565169;Lochsäge Bi-Metall 60 mm Hole Dozer Großpack Milwaukee;37;35,8;7,7;0,14;4886FF
49565170;Lochsäge Bi-Metall 64 mm Hole Dozer Großpack Milwaukee;36,6;34,6;7,2;0,16;4887FF
49565175;Lochsäge Bi-Metall 67 mm Hole Dozer Großpack Milwaukee;6,6;6,6;4,8;0,18;4888FF
49565178;Lochsäge Bi-Metall 68 mm Hole Dozer Großpack Milwaukee;34;36;6,8;0,2;4889FF
49565180;Lochsäge Bi-Metall 76 mm Hole Dozer Großpack Milwaukee;7,6;7,6;4,8;0,2;4890FF
49565190;Lochsäge Bi-Metall 89 mm Hole Dozer Großpack Milwaukee;36;34;6,5;0,31;4891FF
49565195;Lochsäge Bi-Metall 92 mm Hole Dozer Großpack Milwaukee;36,9;34,9;7,4;0,35;4892FF
49565200;Lochsäge Bi-Metall 102 mm Hole Dozer Großpack Milwaukee;36,5;35,3;7,1;0,36;4893FF
49565205;Lochsäge Bi-Metall 105 mm Hole Dozer Großpack Milwaukee;39;38,6;12,4;0,4;4894FF
49224083;Lochsägen Bi-Metall Set 7-teilig Hole Dozer Milwaukee;6,7;18,6;17,1;0,68;4895FF
49224201;Lochsägen Bi-Metall Set 10-teilig Hole Dozer Milwaukee;23;23,9;9,5;1,9;4896FF
49224152;Lochsägen Bi-Metall Set 14-teilig Hole Dozer Milwaukee;20,2;8;14,3;1,52;4897FF
49224102;Lochsägen Bi-Metall Set 17-teilig Hole Dozer Milwaukee;12,9;10,5;6,1;3;4898FF
4932430327;Lochsägen Bi-Metall Promokoffer  Milwaukee;11,5;41;23,4;1,66;4899FF
4932472248;Lochsägen Bi-Metall Set im PACKOUT 12-teilig Hole Dozer Milwaukee;52,4;42,1;13,6;2,79;4900FF
49560702;Lochsäge mit HM-Verzahnung 19 mm Hole Dozer Milwaukee;99;50;29;0,04;4901FF
49560704;Lochsäge mit HM-Verzahnung 22 mm Hole Dozer Milwaukee;10;5;2,5;0,05;4902FF
49560707;Lochsäge mit HM-Verzahnung 25 mm Hole Dozer Milwaukee;10;5;3,5;0,06;4903FF
49560807;Lochsäge mit HM-Verzahnung 27 mm Hole Dozer Milwaukee;10,1;5,2;3,5;0,06;4904FF
49560708;Lochsäge mit HM-Verzahnung 29 mm Hole Dozer Milwaukee;10;5,2;3,5;0,06;4905FF
49560710;Lochsäge mit HM-Verzahnung 32 mm Hole Dozer Milwaukee;10,1;75;44;0,08;4906FF
49560711;Lochsäge mit HM-Verzahnung 33 mm Hole Dozer Milwaukee;10,1;7,6;4,4;0,1;4907FF
49560712;Lochsäge mit HM-Verzahnung 35 mm Hole Dozer Milwaukee;4,1;7,5;10,1;0,1;4908FF
49560713;Lochsäge mit HM-Verzahnung 38 mm Hole Dozer Milwaukee;10;7,5;5,5;0,07;4909FF
49560714;Lochsäge mit HM-Verzahnung 41 mm Hole Dozer Milwaukee;10;7,5;6,5;0,09;4910FF
49560717;Lochsäge mit HM-Verzahnung 44 mm Hole Dozer Milwaukee;10;7,5;5,8;0,01;4911FF
49560719;Lochsäge mit HM-Verzahnung 48 mm Hole Dozer Milwaukee;10;7,6;5,7;0,01;4912FF
49560720;Lochsäge mit HM-Verzahnung 51 mm Hole Dozer Milwaukee;10,1;7,5;58;0,12;4913FF
49560722;Lochsäge mit HM-Verzahnung 54 mm Hole Dozer Milwaukee;12,5;10;5,7;0,14;4914FF
49560724;Lochsäge mit HM-Verzahnung 57 mm Hole Dozer Milwaukee;10;13;5,5;0,16;4915FF
49560726;Lochsäge mit HM-Verzahnung 60 mm Hole Dozer Milwaukee;13;10;5;0,17;4916FF
49560727;Lochsäge mit HM-Verzahnung 64 mm Hole Dozer Milwaukee;12,5;10,2;5,7;0,18;4917FF
49560728;Lochsäge mit HM-Verzahnung 65 mm Hole Dozer Milwaukee;12,7;10,2;5,7;0,2;4918FF
49560729;Lochsäge mit HM-Verzahnung 67 mm Hole Dozer Milwaukee;5,5;10,2;12,7;0,2;4919FF
49560730;Lochsäge mit HM-Verzahnung 68 mm Hole Dozer Milwaukee;12,5;10,1;5,7;0,02;4920FF
49560731;Lochsäge mit HM-Verzahnung 70 mm Hole Dozer Milwaukee;12,5;10;5,5;0,21;4921FF
49560734;Lochsäge mit HM-Verzahnung 76 mm Hole Dozer Milwaukee;15,5;13;5;0,25;4922FF
49560735;Lochsäge mit HM-Verzahnung 79 mm Hole Dozer Milwaukee;14,5;12,8;6,1;0,16;4923FF
49560736;Lochsäge mit HM-Verzahnung 83 mm Hole Dozer Milwaukee;15;13;6;0,3;4924FF
49560737;Lochsäge mit HM-Verzahnung 86 mm Hole Dozer Milwaukee;15,2;12,6;6,1;0,32;4925FF
49560738;Lochsäge mit HM-Verzahnung 89 mm Hole Dozer Milwaukee;15;12,5;6;0,34;4926FF
49560739;Lochsäge mit HM-Verzahnung 92 mm Hole Dozer Milwaukee;5,6;12,7;15,2;0,38;4927FF
49560742;Lochsäge mit HM-Verzahnung 102 mm Hole Dozer Milwaukee;42;20;6,1;0,48;4928FF
49560744;Lochsäge mit HM-Verzahnung 108 mm Hole Dozer Milwaukee;20,1;35,2;6;0,48;4929FF
49560746;Lochsäge mit HM-Verzahnung 114 mm Hole Dozer Milwaukee;17,8;15,4;6;0,52;4930FF
49560847;Lochsäge mit HM-Verzahnung 121 mm Hole Dozer Milwaukee;17,8;15,3;6,1;0,6;4931FF
49560748;Lochsäge mit HM-Verzahnung 127 mm Hole Dozer Milwaukee;20,3;17,7;6,1;0,64;4932FF
49560848;Lochsäge mit HM-Verzahnung 140 mm Hole Dozer Milwaukee;20,3;17,7;6;0,76;4933FF
49560749;Lochsäge mit HM-Verzahnung 152 mm Hole Dozer Milwaukee;20;18;5,5;0,88;4934FF
49223079;Lochsägen Bi-Metall HM-Verzahnung Set 9-teilig Hole Dozer Milwaukee;14;20,5;7;1,19;4935FF
4932464671;Lochsäge Bi-Metall 14 mm Contractor Milwaukee;3,4;3,3;13;0,04;4936FF
4932464672;Lochsäge Bi-Metall 16 mm Contractor Milwaukee;3,9;3,9;12,9;0,04;4937FF
4932464673;Lochsäge Bi-Metall 19 mm Contractor Milwaukee;1,7;3,8;9,3;0,04;4938FF
4932464674;Lochsäge Bi-Metall 20 mm Contractor Milwaukee;4;10;2;0,04;4939FF
4932464675;Lochsäge Bi-Metall 21 mm Contractor Milwaukee;3,8;3,8;12,9;0,06;4940FF
4932464676;Lochsäge Bi-Metall 22 mm Contractor Milwaukee;12,8;4;3,8;0,06;4941FF
4932464677;Lochsäge Bi-Metall 24 mm Contractor Milwaukee;2,4;3,8;9,3;0,06;4942FF
4932464678;Lochsäge Bi-Metall 25 mm Contractor Milwaukee;12,8;4;3,7;0,06;4943FF
4932464679;Lochsäge Bi-Metall 27 mm Contractor Milwaukee;5,2;5,8;9,6;0,08;4944FF
4932464680;Lochsäge Bi-Metall 29 mm Contractor Milwaukee;9,8;5;5,6;0,1;4945FF
4932464681;Lochsäge Bi-Metall 30 mm Contractor Milwaukee;6;9,5;5,5;0,1;4946FF
4932464682;Lochsäge Bi-Metall 32 mm Contractor Milwaukee;9,6;5,3;5,8;0,1;4947FF
4932464683;Lochsäge Bi-Metall 35 mm Contractor Milwaukee;9,5;6;5,3;0,12;4948FF
4932464684;Lochsäge Bi-Metall 38 mm Contractor Milwaukee;5,7;5,7;9,6;0,14;4949FF
4932464685;Lochsäge Bi-Metall 40 mm Contractor Milwaukee;5,5;11;5,5;0,15;4950FF
4932464686;Lochsäge Bi-Metall 43 mm Contractor Milwaukee;4,3;4,3;10;0,09;4951FF
4932464687;Lochsäge Bi-Metall 44 mm Contractor Milwaukee;5,8;9,6;5,3;0,1;4952FF
4932464688;Lochsäge Bi-Metall 48 mm Contractor Milwaukee;5,8;5,2;9,6;0,12;4953FF
4932464689;Lochsäge Bi-Metall 51 mm Contractor Milwaukee;5;10;5;0,14;4954FF
4932464690;Lochsäge Bi-Metall 54 mm Contractor Milwaukee;9,8;8,4;8,2;0,16;4955FF
4932464691;Lochsäge Bi-Metall 56 mm Contractor Milwaukee;5,5;5,5;8,9;0,14;4956FF
4932464692;Lochsäge Bi-Metall 57 mm Contractor Milwaukee;5,7;5,7;9,6;0,17;4957FF
4932464693;Lochsäge Bi-Metall 60 mm Contractor Milwaukee;9,8;8,2;8;0,18;4958FF
4932464694;Lochsäge Bi-Metall 64 mm Contractor Milwaukee;8;8;9,7;0,2;4959FF
4932464695;Lochsäge Bi-Metall 65 mm Contractor Milwaukee;8;8;9,6;0,2;4960FF
4932464696;Lochsäge Bi-Metall 67 mm Contractor Milwaukee;8;8;10;0,22;4961FF
4932464697;Lochsäge Bi-Metall 68 mm Contractor Milwaukee;8,2;8,1;9,6;0,23;4962FF
4932464698;Lochsäge Bi-Metall 70 mm Contractor Milwaukee;8;8;9,6;0,24;4963FF
4932464699;Lochsäge Bi-Metall 73 mm Contractor Milwaukee;9,6;8;8,2;0,24;4964FF
4932464700;Lochsäge Bi-Metall 76 mm Contractor Milwaukee;8,1;8,1;9,2;0,26;4965FF
4932464701;Lochsäge Bi-Metall 79 mm Contractor Milwaukee;10;10,5;10,5;0,3;4966FF
4932464702;Lochsäge Bi-Metall 83 mm Contractor Milwaukee;10;10,5;10,5;0,32;4967FF
4932464703;Lochsäge Bi-Metall 89 mm Contractor Milwaukee;10,3;10,3;9,5;0,36;4968FF
4932464704;Lochsäge Bi-Metall 92 mm Contractor Milwaukee;10,4;9,8;10,8;0,38;4969FF
4932464705;Lochsäge Bi-Metall 98 mm Contractor Milwaukee;10,2;10,2;11,2;0,42;4970FF
4932464706;Lochsäge Bi-Metall 102 mm Contractor Milwaukee;10,4;10,4;9,8;0,44;4971FF
4932464707;Lochsäge Bi-Metall 105 mm Contractor Milwaukee;10,4;10,4;8,5;0,44;4972FF
4932464708;Lochsäge Bi-Metall 114 mm Contractor Milwaukee;12,6;13;9,8;0,54;4973FF
4932464709;Lochsäge Bi-Metall 121 mm Contractor Milwaukee;12,5;13;9,5;0,62;4974FF
4932464710;Lochsäge Bi-Metall 127 mm Contractor Milwaukee;13;9,8;12,8;0,67;4975FF
4932464711;Lochsäge Bi-Metall 152 mm Contractor Milwaukee;10,9;15,8;16,2;0,91;4976FF
4932464719;Lochsägen Bi-Metall Set 10-teilig Contractor Milwaukee;42;23;15;2,63;4977FF
4932464720;Lochsägen Bi-Metall Set 14-teilig Contractor Milwaukee;40;11,2;23;2,63;4978FF
4932479465;Standard-Adapter 9,5 mm 6-kant für Lochsägen bis 30 mm Milwaukee;2,5;7,6;20,6;0,11;4979FF
4932479466;Standard-Adapter 9,5 mm 6-kant für Lochsägen ab 32 mm Milwaukee;4;7,6;20,5;0,24;4980FF
4932479467;FIXTEC-Adapter 11 mm 6-kant für Lochsägen ab 32 mm Milwaukee;20,5;7,6;4;0,24;4981FF
4932471694;"Standard-Adapter SDS-Plus 1/2""x20 für Lochsägen bis 30 mm Milwaukee";3;3;15,4;0,1;4982FF
4932471695;"Standard-Adapter SDS-Plus 5/8""x18 für Lochsägen ab 32 mm Milwaukee";5;5,1;16,2;0,26;4983FF
4932479470;Verlängerung 330 mm 9,5 mm Hex für Adapter Lochsägen Milwaukee;48;15,5;4;0,33;4984FF
4932479468;Zentrierbohrer 6 x 89 mm für Adapter Lochsägen Milwaukee;14,5;0,5;4,5;0,02;4985FF
4932479469;Zentrierbohrer 6 x 100 mm für Adapter Lochsägen Milwaukee;5;14,5;0,5;0,03;4986FF
49567100;Zentrierbohrer HSS-Cobalt 6 x 89 mm für Adapter Lochsägen Milwaukee;14,6;4,8;1;0,02;4987FF
4932499257;Zentrierbohrer HSS-Cobalt 6 x 89 mm für Adapter Lochsägen Milwaukee;4,7;14,6;0,8;0,03;4988FF
49560260;Kreisschneider für Trockenbauwände 50-175 mm Milwaukee;25,4;7,1;25,4;0,35;4989FF
4932479553;"QUIK-LOK Adapter für Kreisschneider mit 1/4"" Aufnahme Milwaukee";4,8;14,6;1,5;0,06;4990FF
49560290;Ersatzmesser Set für Kreisschneider für Trockenbauwände Milwaukee;13,5;7,6;1,3;0,06;4991FF
4932479033;TCT Lochsäge HM-bestückt einteilig 16 mm Milwaukee;5;8;16,6;0,14;4992FF
4932479034;TCT Lochsäge HM-bestückt einteilig 18 mm Milwaukee;8,3;5;17;0,13;4993FF
4932479035;TCT Lochsäge HM-bestückt einteilig 19 mm Milwaukee;8,3;5;17;0,13;4994FF
4932479036;TCT Lochsäge HM-bestückt einteilig 20 mm Milwaukee;8,3;5;17;0,13;4995FF
4932479037;TCT Lochsäge HM-bestückt einteilig 22 mm Milwaukee;8,3;5;17;0,13;4996FF
4932479038;TCT Lochsäge HM-bestückt einteilig 24 mm Milwaukee;8,3;5;17;0,14;4997FF
4932479039;TCT Lochsäge HM-bestückt einteilig 25 mm Milwaukee;17;8;5;0,15;4998FF
4932479040;TCT Lochsäge HM-bestückt einteilig 29 mm Milwaukee;9;8,2;16,5;0,16;4999FF
4932479041;TCT Lochsäge HM-bestückt einteilig 30 mm Milwaukee;16,5;8;5;0,16;5000FF
4932479042;TCT Lochsäge HM-bestückt einteilig 32 mm Milwaukee;8,3;5;17;0,16;5001FF
4932479043;TCT Lochsäge HM-bestückt einteilig 35 mm Milwaukee;5,5;8;16;0,2;5002FF
4932479044;TCT Lochsäge HM-bestückt einteilig 38 mm Milwaukee;8,3;5;17;0,2;5003FF
4932479045;TCT Lochsäge HM-bestückt einteilig 40 mm Milwaukee;8,3;5;17;0,21;5004FF
4932479046;TCT Lochsäge HM-bestückt einteilig 44 mm Milwaukee;16,5;7;10;0,26;5005FF
4932479047;TCT Lochsäge HM-bestückt einteilig 45 mm Milwaukee;17;10;6;0,25;5006FF
4932479048;TCT Lochsäge HM-bestückt einteilig 50 mm Milwaukee;10;6,8;17;0,27;5007FF
4932479049;TCT Lochsäge HM-bestückt einteilig 51 mm Milwaukee;10;55;16;0,27;5008FF
4932479050;TCT Lochsäge HM-bestückt einteilig 54 mm Milwaukee;10;6,8;17;0,28;5009FF
4932479051;TCT Lochsäge HM-bestückt einteilig 60 mm Milwaukee;10;6,8;17;0,31;5010FF
4932479052;TCT Lochsäge HM-bestückt einteilig 64 mm Milwaukee;7;10;16,5;0,35;5011FF
4932479053;TCT Lochsäge HM-bestückt einteilig 70 mm Milwaukee;12,7;9,4;17;0,4;5012FF
4932479054;TCT Lochsäge HM-bestückt einteilig 76 mm Milwaukee;12,7;9,4;17;0,44;5013FF
4932479055;TCT Lochsäge HM-bestückt einteilig 80 mm Milwaukee;12,7;9,4;17;0,5;5014FF
4932479056;TCT Lochsäge HM-bestückt einteilig 85 mm Milwaukee;12,7;9,4;17;0,54;5015FF
4932479057;TCT Lochsäge HM-bestückt einteilig 102 mm Milwaukee;13;15;17;0,72;5016FF
4932479058;TCT Lochsäge HM-bestückt einteilig Set 16, 20, 25, 32 mm in Kunststoffkassette Milwaukee;7;25,1;26,2;0,86;5017FF
4932479059;Zentrierbohrer + Auswurffeder für TCT Lochsäge einteilig Milwaukee;5;12;1;0,02;5018FF
4932479060;Auswurffeder für TCT Lochsäge einteilig Milwaukee;8;1;9;0,01;5019FF
4932479061;Madenschraube M6 für TCT Lochsäge einteilig Milwaukee;8;1;9;0,01;5020FF
4932464921;BIGHAWG Multimaterial-Lochsäge 25 mm Milwaukee;7,7;9,5;14;0,12;5021FF
4932464922;BIGHAWG Multimaterial-Lochsäge 30 mm Milwaukee;7,7;9,6;14;0,16;5022FF
4932464923;BIGHAWG Multimaterial-Lochsäge 35 mm Milwaukee;7,7;9,6;14;0,2;5023FF
4932464924;BIGHAWG Multimaterial-Lochsäge 44 mm Milwaukee;7,7;9,6;14;0,22;5024FF
4932464925;BIGHAWG Multimaterial-Lochsäge 51 mm Milwaukee;7,3;9,6;14;0,26;5025FF
4932464926;BIGHAWG Multimaterial-Lochsäge 54 mm Milwaukee;7,7;9,6;14,1;0,26;5026FF
4932464927;BIGHAWG Multimaterial-Lochsäge 57 mm Milwaukee;7,7;9,6;14;0,28;5027FF
4932464928;BIGHAWG Multimaterial-Lochsäge 65 mm Milwaukee;7,4;10,5;16,2;0,36;5028FF
4932464929;BIGHAWG Multimaterial-Lochsäge 68 mm Milwaukee;7,8;10,4;16,2;0,38;5029FF
4932464930;BIGHAWG Multimaterial-Lochsäge 70 mm Milwaukee;16;10;8;0,38;5030FF
4932464931;BIGHAWG Multimaterial-Lochsäge 76 mm Milwaukee;7,5;13,1;16,9;0,46;5031FF
4932464932;BIGHAWG Multimaterial-Lochsäge 82 mm Milwaukee;7,5;13;17;0,5;5032FF
4932464933;BIGHAWG Multimaterial-Lochsäge 92 mm Milwaukee;7,7;13,1;16,9;0,6;5033FF
4932464934;BIGHAWG Multimaterial-Lochsäge 102 mm Milwaukee;15;7;18;0,72;5034FF
4932464935;BIGHAWG Multimaterial-Lochsäge 108 mm Milwaukee;19;15,5;7,5;0,77;5035FF
4932464936;BIGHAWG Multimaterial-Lochsäge 117 mm Milwaukee;8;15;18;0,87;5036FF
4932464937;BIGHAWG Multimaterial-Lochsäge 133 mm Milwaukee;7,6;19,5;22,4;1,12;5037FF
4932464938;BIGHAWG Multimaterial-Lochsäge 159 mm Milwaukee;7;20;22;1,43;5038FF
4932464939;BIGHAWG Multimaterial-Lochsäge Set 10-teilig Milwaukee;26;11,9;22,7;2,76;5039FF
4932464940;Zentrierbohrer für BIGHAWG Multimaterial-Lochsäge Milwaukee;1;17;5;0,03;5040FF
4932464941;Adapter u. Zentrierbohrer für BIGHAWG Multimaterial-Lochsäge Milwaukee;3,5;7,6;21,8;0,22;5041FF
48271401;Zentrierbohrer für Adapter BIGHAWG Lochsäge Milwaukee;17,1;4,8;0,9;0,02;5042FF
4932472076;HCS Lochsäge 121 x 96 mm Milwaukee;12,5;12,5;11;0,72;5043FF
4932472077;HCS Lochsäge 127 x 96 mm Milwaukee;13,2;13,2;10,6;0,76;5044FF
4932472078;HCS Lochsäge 133 x 96 mm Milwaukee;14;14;10,5;0,83;5045FF
4932472079;HCS Lochsäge 138 x 96 mm Milwaukee;14;14,2;11;0,88;5046FF
4932472080;HCS Lochsäge 150 x 96 mm Milwaukee;15,4;15,8;11,4;1,04;5047FF
4932472081;HCS Lochsäge 168 x 96 mm Milwaukee;18;17;11;1,22;5048FF
4932472082;HCS Lochsäge 172 x 96 mm Milwaukee;17,2;17,4;10,6;1,26;5049FF
4932472083;HCS Lochsäge 177 x 96 mm Milwaukee;18;17;10;1,3;5050FF
4932472084;HCS Lochsäge 186 x 96 mm Milwaukee;19;19;11;1,48;5051FF
4932472085;HCS Lochsäge 210 x 96 mm Milwaukee;23;23;10;0,85;5052FF
4932472086;HCS Lochsäge 212 x 96 mm Milwaukee;21,6;21,6;10,8;1,9;5053FF
4932472087;HCS Lochsäge 226 x 96 mm Milwaukee;22,5;22,5;10,1;1,94;5054FF
4932472088;Adapter 11 mm Hex mit Zentrierbohrer für HCS Lochsäge Milwaukee;4,1;17,3;4,2;0,28;5055FF
4932472089;Zentrierbohrer 6 x 150 mm für HCS Lochsäge Milwaukee;24;4;1;0,04;5056FF
49569805;SHOCKWAVE Lochsäge 19 mm für dünne Bleche und Kunststoffe Milwaukee;16,2;7;3,2;0,04;5057FF
49569810;SHOCKWAVE Lochsäge 22 mm für dünne Bleche und Kunststoffe Milwaukee;16,3;7;3,2;0,06;5058FF
49569815;SHOCKWAVE Lochsäge 25 mm für dünne Bleche und Kunststoffe Milwaukee;16,2;7,2;3,2;0,06;5059FF
49569820;SHOCKWAVE Lochsäge 29 mm für dünne Bleche und Kunststoffe Milwaukee;16,2;7,2;4,5;0,08;5060FF
49569825;SHOCKWAVE Lochsäge 32 mm für dünne Bleche und Kunststoffe Milwaukee;16,2;7,2;4,5;0,08;5061FF
49569830;SHOCKWAVE Lochsäge 35 mm für dünne Bleche und Kunststoffe Milwaukee;16,3;4,5;7,2;0,08;5062FF
49569835;SHOCKWAVE Lochsäge 38 mm für dünne Bleche und Kunststoffe Milwaukee;16,3;6,6;4,5;0,08;5063FF
49224800;SHOCKWAVE Lochsägen-Set 3-teilig 22 / 29/ 35 mm Milwaukee;16,4;4,1;15,2;0,2;5064FF
4932430466;Auswurffeder und Madenschraube für SHOCKWAVE Lochsäge Milwaukee;9,5;6;0,5;0;5065FF
4932430477;Zentrierbohrer für SHOCKWAVE Lochsäge Milwaukee;10;6;0,9;0,01;5066FF
4932471758;Diamantbohrer DIAMOND MAX M14 5 mm Milwaukee;12,4;7,3;3,3;0,08;5067FF
4932471759;Diamantbohrer DIAMOND MAX M14 6 mm Milwaukee;13;7;3;0,08;5068FF
4932471760;Diamantbohrer DIAMOND MAX M14 8 mm Milwaukee;3,5;7,2;13,1;0,08;5069FF
4932471761;Diamantbohrer DIAMOND MAX M14 10 mm Milwaukee;3,9;7,2;13,2;0,08;5070FF
4932471762;Diamantbohrer DIAMOND MAX M14 12 mm Milwaukee;3,5;7,3;13,2;0,08;5071FF
4932471763;Diamantbohrer DIAMOND MAX M14 14 mm Milwaukee;13;4;8;0,09;5072FF
4932471764;Diamantbohrer DIAMOND MAX M14 16 mm Milwaukee;3,3;7,2;13,1;0,1;5073FF
4932478276;Diamantbohrer DIAMOND MAX M14 18 mm Milwaukee;3;7,5;13,5;0,1;5074FF
4932478277;Diamantbohrer DIAMOND MAX M14 20 mm Milwaukee;4,1;7,3;13,2;0,08;5075FF
4932498354;Diamantbohrer DIAMOND MAX M14 22 mm Milwaukee;7,7;7,5;13,4;0,18;5076FF
4932478278;Diamantbohrer DIAMOND MAX M14 25 mm Milwaukee;4,3;7,1;13,1;0,1;5077FF
4932498355;Diamantbohrer DIAMOND MAX M14 30 mm Milwaukee;4,3;5,4;13,6;0,11;5078FF
4932478279;Diamantbohrer DIAMOND MAX M14 32 mm Milwaukee;4;7,2;13,2;0,12;5079FF
4932478280;Diamantbohrer DIAMOND MAX M14 35 mm Milwaukee;4,2;7,2;13,1;0,12;5080FF
4932498356;Diamantbohrer DIAMOND MAX M14 38 mm Milwaukee;7,7;7,5;13,4;0,18;5081FF
4932478281;Diamantbohrer DIAMOND MAX M14 40 mm Milwaukee;7,3;7,5;13,3;0,14;5082FF
4932478282;Diamantbohrer DIAMOND MAX M14 44 mm Milwaukee;7,3;7,6;13,3;0,16;5083FF
4932478283;Diamantbohrer DIAMOND MAX M14 51 mm Milwaukee;7,4;7,6;13,2;0,18;5084FF
4932498357;Diamantbohrer DIAMOND MAX M14 54 mm Milwaukee;8,4;9,5;13,6;0,19;5085FF
4932498358;Diamantbohrer DIAMOND MAX M14 57 mm Milwaukee;7,7;9,7;13,6;0,2;5086FF
4932498359;Diamantbohrer DIAMOND MAX M14 60 mm Milwaukee;7,8;9,6;13,6;0,22;5087FF
4932498360;Diamantbohrer DIAMOND MAX M14 64 mm Milwaukee;7,3;7,8;14,6;0,24;5088FF
4932498361;Diamantbohrer DIAMOND MAX M14 65 mm Milwaukee;7,2;8,6;14,5;0,25;5089FF
4932478285;Diamantbohrer DIAMOND MAX M14 68 mm Milwaukee;7,5;9,6;13,3;0,26;5090FF
4932498362;Diamantbohrer DIAMOND MAX M14 73 mm Milwaukee;7,6;11,2;13,4;0,29;5091FF
4932478286;Diamantbohrer DIAMOND MAX M14 75 mm Milwaukee;7,5;10,8;13,3;0,3;5092FF
4932498363;Diamantbohrer DIAMOND MAX M14 76 mm Milwaukee;7,5;10,8;13,1;0,3;5093FF
4932498364;Diamantbohrer DIAMOND MAX M14 83 mm Milwaukee;7,5;12,6;13;0,33;5094FF
4932478287;Diamantbohrer DIAMOND MAX M14 102 mm Milwaukee;8;13,5;16;0,65;5095FF
4932471863;Diamantbohrer DIAMOND MAX M14 4-teiliges Set Milwaukee;4;12;9;0,37;5096FF
4932472090;Adapter für Diamantbohrer DIAMOND MAX M14 M9 x 0,75 für M12 Mini-Polierer Milwaukee;13;4;3;0,07;5097FF
4932472265;Adapter für Diamantbohrer DIAMOND MAX M14 M16 x 1 F für M12 Winkel-Geradschleifer Milwaukee;2;3,7;2;0,06;5098FF
4932479078;Diamant-Fräskopf 20 mm M14 Milwaukee;5;4,5;13;0,24;5099FF
4932479079;Diamant-Topfscheibe 50 mm M14 Milwaukee;7,8;8;14;0,21;5100FF
49560503;Diamantbohrer DIAMOND MAX 5 mm Milwaukee;15,3;51;23;0,02;5101FF
4932498341;"Diamantbohrer DIAMOND MAX 1/4"" Hex 5 mm Milwaukee";4;5;15,5;0,04;5102FF
49560505;Diamantbohrer DIAMOND MAX 6 mm Milwaukee;15,5;2,3;5,2;0,03;5103FF
